policy,rerank,avatar_id,taste,activity,conformity,diversity,page,recommended,watched,rating,feeling,ground_truth
MultVAE,Diversify,154, Action-packed|  Classic Comedy,자주봄,균형형,탐험형,3,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Silence of the Lambs, The (1991)', 'Terminator, The (1984)', 'Robocop (1987)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Silence of the Lambs, The (1991)', 'Terminator, The (1984)']","[5, 5, 4]","['A thrilling conclusion to the saga that left me inspired and entertained.', 'A masterclass in suspense that kept me on the edge of my seat.', 'An engaging blend of action and sci-fi that made me reflect on the future of humanity.']","['Terminator, The (1984)']"
MultVAE,Diversify,154, Action-packed|  Classic Comedy,자주봄,균형형,탐험형,4,"['Back to the Future (1985)', 'Sixth Sense, The (1999)', 'Saving Private Ryan (1998)', 'Pulp Fiction (1994)']","['Sixth Sense, The (1999)', 'Saving Private Ryan (1998)', 'Pulp Fiction (1994)']","[5, 5, 4]","['The suspense and emotional depth left a lasting impression on me.  ', 'The intense portrayal of war was both gripping and thought-provoking.  ', 'The intertwining stories and dark humor were captivating, though a bit chaotic.  ']","['Back to the Future (1985)', 'Saving Private Ryan (1998)']"
MultVAE,Diversify,155, Comedy Lover|  Thriller Enthusiast,자주봄,균형형,탐험형,1,"['Blair Witch Project, The (1999)', 'Arachnophobia (1990)', ""Bug's Life, A (1998)"", 'End of Days (1999)']",[],[],[],"['Blair Witch Project, The (1999)']"
MultVAE,Diversify,156, I have a preference for emotional and impactful dramas.|  I enjoy classic and iconic films with a mix of drama and adventure.,가끔봄,균형형,취향형,1,"['English Patient, The (1996)', 'American Beauty (1999)', 'Sense and Sensibility (1995)', 'October Sky (1999)']","['English Patient, The (1996)', 'Sense and Sensibility (1995)']","[4, 5]","[""The film's emotional depth and historical context left a lasting impression on me."", 'The strong performances and poignant storytelling resonated deeply with my appreciation for heartfelt dramas.']","['English Patient, The (1996)']"
MultVAE,Diversify,157, Classic Film Enthusiast|  Animation and Family Movie Lover,자주봄,독립형,탐험형,1,"['Blazing Saddles (1974)', 'Day the Earth Stood Still, The (1951)', ""Logan's Run (1976)"", 'Cocoon (1985)']",['Blazing Saddles'],[5],['I found it hilariously entertaining and a brilliant take on the Western genre.'],"['Day the Earth Stood Still, The (1951)', 'Cocoon (1985)']"
MultVAE,Diversify,157, Classic Film Enthusiast|  Animation and Family Movie Lover,자주봄,독립형,탐험형,2,"['Chinatown (1974)', 'French Connection, The (1971)', 'Honey, I Shrunk the Kids (1989)', 'Starman (1984)']","['Chinatown', 'French Connection, The']","[5, 4]","['The intricate plot and rich atmosphere captivated me completely.', 'The relentless pursuit and gritty realism kept me on the edge of my seat.']","['Chinatown (1974)', 'French Connection, The (1971)']"
MultVAE,Diversify,157, Classic Film Enthusiast|  Animation and Family Movie Lover,자주봄,독립형,탐험형,3,"['2001: A Space Odyssey (1968)', 'Star Trek III: The Search for Spock (1984)', 'Westworld (1973)', 'Aliens (1986)']","['2001: A Space Odyssey', 'Aliens']","[5, 5]","['A mesmerizing journey that left me contemplating the mysteries of existence.', 'An exhilarating ride filled with tension and excitement that kept me on the edge of my seat.']","['2001: A Space Odyssey (1968)', 'Star Trek III: The Search for Spock (1984)', 'Aliens (1986)']"
MultVAE,Diversify,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,1,"['American Beauty (1999)', 'Being John Malkovich (1999)', 'Saving Private Ryan (1998)', 'Fargo (1996)']","['American Beauty', 'Being John Malkovich', 'Fargo']","[4, 4, 5]","[""The film's exploration of life and beauty resonated deeply with me."", 'Its quirky narrative and unique premise kept me engaged throughout.', 'The blend of dark humor and crime made it an unforgettable experience.']","['American Beauty (1999)', 'Saving Private Ryan (1998)', 'Fargo (1996)']"
MultVAE,Diversify,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,2,"['Shawshank Redemption, The (1994)', 'Dead Man Walking (1995)', 'Crying Game, The (1992)', 'Boat, The (Das Boot) (1981)']","['Shawshank Redemption, The', 'Dead Man Walking', 'Crying Game, The', 'Boat, The (Das Boot)']","[5, 4, 4, 5]","['A powerful and uplifting experience that resonated deeply with me.  ', 'A compelling and thought-provoking narrative that challenged my views.  ', 'An emotionally charged story that left a lasting impression.  ', 'An intense and gripping portrayal that captivated me throughout.  ']","['Shawshank Redemption, The (1994)', 'Dead Man Walking (1995)', 'Crying Game, The (1992)']"
MultVAE,Diversify,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,3,"['Sweet Hereafter, The (1997)', 'Secrets & Lies (1996)', 'Topsy-Turvy (1999)', 'Shine (1996)']","['Sweet Hereafter, The (1997)', 'Secrets & Lies (1996)', 'Shine (1996)']","[4, 5, 4]","[""The film's poignant storytelling left a lasting impression on me."", 'The emotional depth and character revelations were incredibly impactful.', 'The struggle of the protagonist was both inspiring and heartbreaking.']",['Secrets & Lies (1996)']
MultVAE,Diversify,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,4,"['Shakespeare in Love (1998)', 'Godfather, The (1972)', 'Lone Star (1996)', 'Three Colors: Red (1994)']","['Shakespeare in Love', 'Godfather, The', 'Lone Star', 'Three Colors: Red']","[4, 5, 4, 5]","['A delightful blend of romance and creativity that left me enchanted.', 'A masterful portrayal of power and loyalty that captivated me completely.', 'An intriguing mystery that kept me engaged with its layers of secrets.', 'A beautifully crafted exploration of human connection that resonated deeply with me.']","['Shakespeare in Love (1998)', 'Godfather, The (1972)', 'Lone Star (1996)']"
MultVAE,Diversify,159, I have a preference for classic and iconic films.|  I lean towards a mix of action and drama genres.,자주봄,균형형,탐험형,1,"['Fargo (1996)', 'Groundhog Day (1993)', 'Three Kings (1999)', 'Shawshank Redemption, The (1994)']","['Fargo (1996)', 'Groundhog Day (1993)', 'Shawshank Redemption, The (1994)']","[4, 5, 5]","['I found it intriguing and well-crafted, with a unique blend of dark humor and drama.  ', 'It was delightful and insightful, leaving me with a warm appreciation for life.  ', 'It was profoundly moving, resonating deeply with themes of hope and friendship.  ']","['Fargo (1996)', 'Groundhog Day (1993)', 'Three Kings (1999)', 'Shawshank Redemption, The (1994)']"
MultVAE,Diversify,159, I have a preference for classic and iconic films.|  I lean towards a mix of action and drama genres.,자주봄,균형형,탐험형,2,"['Game, The (1997)', 'Toy Story (1995)', 'Hunt for Red October, The (1990)', 'Monty Python and the Holy Grail (1974)']","['Game, The (1997)', 'Hunt for Red October, The (1990)', 'Monty Python and the Holy Grail (1974)']","[4, 5, 4]","['The intricate plot kept me on the edge of my seat, making it a thrilling experience.', 'The intense action and strategic elements captivated me completely.', 'The humor was delightfully absurd, providing a refreshing and entertaining watch.']","['Game, The (1997)', 'Toy Story (1995)', 'Hunt for Red October, The (1990)', 'Monty Python and the Holy Grail (1974)']"
MultVAE,Diversify,159, I have a preference for classic and iconic films.|  I lean towards a mix of action and drama genres.,자주봄,균형형,탐험형,3,"['Jerry Maguire (1996)', 'Mask, The (1994)', ""There's Something About Mary (1998)"", ""Ferris Bueller's Day Off (1986)""]","['Jerry Maguire (1996)', ""There's Something About Mary (1998)"", ""Ferris Bueller's Day Off (1986)""]","[4, 4, 5]","['I found it inspiring and thought-provoking, resonating with my values.', 'It was hilariously entertaining and brought back fond memories of high school crushes.', 'I loved the adventurous spirit and nostalgia, making it a delightful watch.']","['Jerry Maguire (1996)', ""There's Something About Mary (1998)"", ""Ferris Bueller's Day Off (1986)""]"
MultVAE,Diversify,159, I have a preference for classic and iconic films.|  I lean towards a mix of action and drama genres.,자주봄,균형형,탐험형,4,"['Mission: Impossible (1996)', 'Usual Suspects, The (1995)', 'Terminator, The (1984)', 'Clear and Present Danger (1994)']","['Mission: Impossible (1996)', 'Usual Suspects, The (1995)', 'Terminator, The (1984)']","[4, 5, 4]","['The thrilling sequences kept me on the edge of my seat.', 'The intricate plot and character dynamics left a lasting impression.', 'The blend of action and sci-fi elements was both exciting and thought-provoking.']","['Mission: Impossible (1996)', 'Terminator, The (1984)', 'Clear and Present Danger (1994)']"
MultVAE,Diversify,160, I have a preference for classic adventure and action films.|  I appreciate heartwarming and nostalgic dramas.,자주봄,독립형,탐험형,1,"['Austin Powers: International Man of Mystery (1997)', 'Pretty Woman (1990)', 'Groundhog Day (1993)', 'Big Chill, The (1983)']","['Austin Powers: International Man of Mystery', 'Groundhog Day', 'Big Chill, The']","[4, 5, 4]","['I found it hilarious and enjoyed its quirky charm.', 'It was deeply thought-provoking and resonated with me on many levels.', 'It beautifully captured the essence of friendship and nostalgia, leaving me reflective.']",[]
MultVAE,Diversify,160, I have a preference for classic adventure and action films.|  I appreciate heartwarming and nostalgic dramas.,자주봄,독립형,탐험형,2,"['Romancing the Stone (1984)', 'Raising Arizona (1987)', ""There's Something About Mary (1998)"", 'While You Were Sleeping (1995)']","['Romancing the Stone', 'Raising Arizona', ""There's Something About Mary""]","[4, 5, 4]","['I found the adventure thrilling and the romance delightful.', 'The humor was spot-on and kept me laughing throughout.', 'The outrageous mishaps were entertaining and made for a fun viewing experience.']",['Romancing the Stone (1984)']
MultVAE,Diversify,160, I have a preference for classic adventure and action films.|  I appreciate heartwarming and nostalgic dramas.,자주봄,독립형,탐험형,3,"['Notting Hill (1999)', 'Dead Poets Society (1989)', 'Field of Dreams (1989)', 'Jurassic Park (1993)']","['Dead Poets Society', 'Field of Dreams', 'Jurassic Park']","[5, 4, 4]","['It inspired me deeply and made me reflect on my own passions.', 'It was a touching journey of self-discovery that resonated with me.', 'The thrill and excitement kept me on the edge of my seat throughout.']",['Notting Hill (1999)']
MultVAE,Diversify,160, I have a preference for classic adventure and action films.|  I appreciate heartwarming and nostalgic dramas.,자주봄,독립형,탐험형,4,"['Moonstruck (1987)', 'Breakfast Club, The (1985)', 'Clueless (1995)', 'Say Anything... (1989)']","['Breakfast Club, The', 'Say Anything...']","[4, 5]","['I enjoyed the exploration of diverse characters and their growth throughout the film.', 'The heartfelt romance and character development left a lasting impression on me.']","['Moonstruck (1987)', 'Breakfast Club, The (1985)']"
MultVAE,Diversify,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,1,"['Untouchables, The (1987)', 'My Bodyguard (1980)', 'Do the Right Thing (1989)', 'Pulp Fiction (1994)']","['Untouchables, The (1987)', 'Pulp Fiction (1994)']","[4, 5]","['A gripping portrayal of crime and justice that kept me on the edge of my seat.  ', 'An exhilarating and cleverly woven narrative that left a lasting impression.  ']",['Pulp Fiction (1994)']
MultVAE,Diversify,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,2,"['Color of Money, The (1986)', 'Player, The (1992)', 'Time Bandits (1981)', 'Grosse Pointe Blank (1997)']","['Time Bandits (1981)', 'Grosse Pointe Blank (1997)']","[4, 5]","['I enjoyed the whimsical adventure and creativity of the story.  ', 'The blend of action and humor made it an entertaining watch that I thoroughly appreciated.']",['Time Bandits (1981)']
MultVAE,Diversify,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,3,"['Fugitive, The (1993)', 'Platoon (1986)', 'Sneakers (1992)', 'Dangerous Liaisons (1988)']","['Fugitive, The (1993)', 'Sneakers (1992)', 'Dangerous Liaisons (1988)']","[4, 4, 5]","['I found it thrilling and engaging, keeping me on the edge of my seat.', 'It was clever and entertaining, with a great mix of action and humor.', 'The intricate plot and strong performances captivated me completely.']","['Fugitive, The (1993)', 'Platoon (1986)', 'Dangerous Liaisons (1988)']"
MultVAE,Diversify,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,4,"['Airplane! (1980)', 'Arthur (1981)', 'Field of Dreams (1989)', 'Glory (1989)']","['Airplane! (1980)', 'Glory (1989)']","[5, 4]","['I found it hilarious and thoroughly enjoyed every moment.  ', 'It was powerful and moving, but slightly slower than I expected.  ']",['Airplane! (1980)']
MultVAE,Diversify,162, Sci-Fi and Fantasy Enthusiast|  Comedy Lover,가끔봄,동조형,균형형,1,"['American Beauty (1999)', 'South Park: Bigger, Longer and Uncut (1999)', 'Bowfinger (1999)', ""Bug's Life, A (1998)""]","['South Park: Bigger, Longer and Uncut', 'Bowfinger']","[4, 3]","['I found it hilariously outrageous and entertaining.', 'It was amusing and had its moments, but not as thrilling as I hoped.']","[""Bug's Life, A (1998)""]"
MultVAE,Diversify,163, Classic Action and Adventure|  Psychological Thrillers and Animated Films,자주봄,독립형,탐험형,1,"['Back to the Future (1985)', 'Star Wars: Episode IV - A New Hope (1977)', 'North by Northwest (1959)', 'Terminator 2: Judgment Day (1991)']","['Back to the Future', 'Star Wars: Episode IV - A New Hope', 'Terminator 2: Judgment Day']","[5, 5, 4]","['I was thoroughly entertained and captivated by the clever plot and nostalgic charm.', 'The epic adventure and memorable characters left me inspired and eager for more.', ""The intense action and thought-provoking themes made it an exhilarating experience, though it didn't quite reach the emotional depth of the others.""]","['Star Wars: Episode IV - A New Hope (1977)', 'Terminator 2: Judgment Day (1991)']"
MultVAE,Diversify,163, Classic Action and Adventure|  Psychological Thrillers and Animated Films,자주봄,독립형,탐험형,2,"['Willy Wonka and the Chocolate Factory (1971)', 'Monty Python and the Holy Grail (1974)', '20,000 Leagues Under the Sea (1954)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Willy Wonka and the Chocolate Factory', 'Monty Python and the Holy Grail', '20,000 Leagues Under the Sea', 'Star Wars: Episode VI - Return of the Jedi']","[5, 4, 4, 5]","['The magical experience and creativity left me enchanted.', 'The humor was delightfully absurd and kept me entertained throughout.', 'The thrilling adventure and classic storytelling captivated my imagination.', 'The epic conclusion to the saga was exhilarating and deeply satisfying.']","['Monty Python and the Holy Grail (1974)', 'Star Wars: Episode VI - Return of the Jedi (1983)']"
MultVAE,Diversify,163, Classic Action and Adventure|  Psychological Thrillers and Animated Films,자주봄,독립형,탐험형,3,"['E.T. the Extra-Terrestrial (1982)', 'Blade Runner (1982)', 'Galaxy Quest (1999)', 'Raiders of the Lost Ark (1981)']","['E.T. the Extra-Terrestrial', 'Blade Runner', 'Galaxy Quest', 'Raiders of the Lost Ark']","[5, 5, 4, 5]","['This film touched my heart with its emotional depth and adventure.  ', ""The film's complex themes and visuals left me in awe.  "", 'I enjoyed the humor and action, making it a fun watch.  ', 'A classic adventure that kept me on the edge of my seat.  ']",['Raiders of the Lost Ark (1981)']
MultVAE,Diversify,163, Classic Action and Adventure|  Psychological Thrillers and Animated Films,자주봄,독립형,탐험형,4,"['Matrix, The (1999)', 'Terminator, The (1984)', 'Fantasia (1940)', 'Jurassic Park (1993)']","['The Matrix', 'Terminator, The', 'Fantasia']","[5, 5, 4]","['I was captivated by its innovative storytelling and action sequences.', ""The film's intense narrative and iconic moments left a lasting impression on me."", 'The enchanting animation and music created a magical experience, though some segments were less engaging for me.']","['Matrix, The (1999)', 'Jurassic Park (1993)']"
MultVAE,Diversify,164, Classic Romantic Comedies|  Adventure and Action,가끔봄,균형형,취향형,1,"['Casablanca (1942)', 'Groundhog Day (1993)', 'Back to the Future (1985)', 'Graduate, The (1967)']","['Casablanca', 'Groundhog Day', 'Graduate, The']","[5, 4, 4]","['A timeless masterpiece that resonated deeply with me.', 'A clever and heartwarming exploration of life and love.', 'A thought-provoking film that beautifully captured the complexities of relationships.']",['Casablanca (1942)']
MultVAE,Diversify,165, Romantic Comedy Enthusiast|  Classic Romance Admirer,가끔봄,균형형,취향형,1,"[""You've Got Mail (1998)"", 'As Good As It Gets (1997)', 'Sabrina (1995)', 'Forrest Gump (1994)']","[""You've Got Mail"", 'Sabrina']","[4, 3]","['I found it charming and delightful, perfectly capturing the essence of romance in a modern setting.  ', 'It was enjoyable, but the love triangle felt a bit predictable for my taste.  ']",[]
MultVAE,Diversify,166, I have a preference for drama and emotional films.|  I enjoy a mix of drama and fantasy genres.,가끔봄,균형형,취향형,1,"['Black and White (1999)', '10 Things I Hate About You (1999)', 'Dogma (1999)', ""She's All That (1999)""]","['10 Things I Hate About You', ""She's All That""]","[4, 3]","['I found it charming and relatable, with a delightful mix of humor and romance.', 'It was enjoyable, but somewhat predictable in its storyline.']","['Black and White (1999)', 'Dogma (1999)']"
MultVAE,Diversify,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,1,"['Splash (1984)', 'Willy Wonka and the Chocolate Factory (1971)', 'Men in Black (1997)', ""There's Something About Mary (1998)""]","['Willy Wonka and the Chocolate Factory', 'Men in Black', ""There's Something About Mary""]","[5, 4, 4]","['This film was a delightful journey filled with imagination and nostalgia.  ', 'The blend of action and humor made for an entertaining experience.  ', 'The outrageous comedy kept me laughing throughout the film.  ']","['Splash (1984)', 'Willy Wonka and the Chocolate Factory (1971)', 'Men in Black (1997)']"
MultVAE,Diversify,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,2,"['Big (1988)', 'Popeye (1980)', 'Jurassic Park (1993)', 'Lethal Weapon (1987)']","['Big', 'Jurassic Park', 'Lethal Weapon']","[4, 5, 4]","['It was a delightful and nostalgic experience that made me smile.  ', 'The thrilling adventure kept me on the edge of my seat the entire time.  ', 'The chemistry between the leads and the action sequences made it an enjoyable watch.  ']","['Popeye (1980)', 'Jurassic Park (1993)', 'Lethal Weapon (1987)']"
MultVAE,Diversify,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,3,"['Good Morning, Vietnam (1987)', 'Mask, The (1994)', 'E.T. the Extra-Terrestrial (1982)', 'Broken Arrow (1996)']","['Good Morning, Vietnam', 'E.T. the Extra-Terrestrial', 'Broken Arrow']","[4, 5, 4]","['I enjoyed the humor and energy it brought to a serious topic.', 'It was a touching and memorable adventure that truly captivated me.', 'The action was thrilling and kept me engaged throughout.']","['Mask, The (1994)']"
MultVAE,Diversify,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,4,"['Groundhog Day (1993)', 'Jerk, The (1979)', 'Blues Brothers, The (1980)', 'Sleepless in Seattle (1993)']","['Groundhog Day (1993)', 'Jerk, The (1979)', 'Blues Brothers, The (1980)']","[5, 4, 4]","['I found it to be a delightful and thought-provoking comedy that I thoroughly enjoyed.', 'It was a hilarious ride filled with absurdity that kept me entertained throughout.', 'The combination of music and comedy made it a fun and memorable experience.']","['Groundhog Day (1993)', 'Jerk, The (1979)', 'Blues Brothers, The (1980)', 'Sleepless in Seattle (1993)']"
MultVAE,Diversify,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,1,"['Nightmare on Elm Street, A (1984)', ""Jacob's Ladder (1990)"", 'Cemetery Man (Dellamorte Dellamore) (1994)', 'Hunger, The (1983)']","['Nightmare on Elm Street, A (1984)', ""Jacob's Ladder (1990)"", 'Cemetery Man (Dellamorte Dellamore) (1994)']","[5, 4, 4]","['This film was a thrilling and nostalgic experience that left me captivated.', 'A haunting and thought-provoking journey that kept me on edge.', 'A bizarre yet entertaining mix of horror and comedy that was refreshingly unique.']","['Nightmare on Elm Street, A (1984)', ""Jacob's Ladder (1990)"", 'Hunger, The (1983)']"
MultVAE,Diversify,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,2,"['Damien: Omen II (1978)', 'Thinner (1996)', 'Texas Chainsaw Massacre, The (1974)', ""Devil's Advocate, The (1997)""]","['Damien: Omen II (1978)', 'Thinner (1996)', 'Texas Chainsaw Massacre, The (1974)', ""Devil's Advocate, The (1997)""]","[4, 3, 5, 4]","['I found it intriguing and well-crafted, capturing the essence of horror effectively.', 'It was entertaining but had some pacing issues that affected my overall enjoyment.', 'A masterpiece of horror that left a lasting impression on me.', 'A gripping story with strong performances that kept me engaged throughout.']","['Damien: Omen II (1978)', ""Devil's Advocate, The (1997)""]"
MultVAE,Diversify,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,3,"['Phantoms (1998)', 'Braindead (1992)', 'Phantasm (1979)', 'Omen, The (1976)']","['Phantoms (1998)', 'Braindead (1992)', 'Phantasm (1979)', 'Omen, The (1976)']","[4, 5, 4, 5]","['It was an engaging horror experience with a captivating plot.  ', 'A hilarious yet gory ride that perfectly blended horror and comedy.  ', 'A classic that delivered a unique and eerie atmosphere.  ', 'A chilling and masterfully crafted horror film that left a lasting impression.  ']","['Phantoms (1998)', 'Braindead (1992)', 'Phantasm (1979)', 'Omen, The (1976)']"
MultVAE,Diversify,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,4,"['Dracula (1931)', 'Thing, The (1982)', 'Candyman (1992)', 'Prophecy, The (1995)']","['Dracula (1931)', 'Thing, The (1982)']","[5, 4]","['A timeless classic that captivated me with its eerie atmosphere.', 'A thrilling blend of science fiction and horror that kept me on the edge of my seat.']","['Dracula (1931)', 'Thing, The (1982)', 'Prophecy, The (1995)']"
MultVAE,Diversify,169, Classic Film Enthusiast|  Quirky Comedy Lover,가끔봄,독립형,탐험형,1,"['Stardust Memories (1980)', ""Jumpin' Jack Flash (1986)"", 'Last Detail, The (1973)', 'Cocoon (1985)']","['Last Detail, The', 'Cocoon']","[4, 5]","['I found the character interactions and journey deeply engaging.  ', 'The uplifting themes and emotional depth truly resonated with me.  ']","['Stardust Memories (1980)', 'Last Detail, The (1973)']"
MultVAE,Diversify,170, Classic Film Enthusiast|  Thrilling Drama Fan,가끔봄,균형형,취향형,1,"['Psycho (1960)', 'Amadeus (1984)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Rear Window (1954)']","['Amadeus (1984)', 'Rear Window (1954)']","[5, 4]","['I was captivated by the intense rivalry and character depth throughout the film.  ', 'The suspense and character dynamics kept me engaged, though I wished for a bit more depth in the resolution.  ']",[]
MultVAE,Diversify,171, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,1,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Lethal Weapon 2 (1989)', 'Hunt for Red October, The (1990)', 'Star Wars: Episode I - The Phantom Menace (1999)']","['Star Wars: Episode V - The Empire Strikes Back', 'Hunt for Red October, The']","[5, 4]","['This film captivated me with its thrilling battles and character development, leaving me eager for more.', 'The suspenseful cat-and-mouse chase kept me on the edge of my seat, making it a highly enjoyable watch.']","['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Hunt for Red October, The (1990)', 'Star Wars: Episode I - The Phantom Menace (1999)']"
MultVAE,Diversify,171, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,2,"['Terminator, The (1984)', 'Fugitive, The (1993)', 'Escape from New York (1981)', 'Total Recall (1990)']","['Terminator, The (1984)', 'Escape from New York', 'Total Recall (1990)']","[5, 4, 5]","['I was captivated by the intense action and compelling storyline.', 'The thrilling mission kept me engaged, though it had some pacing issues.', 'The mind-bending plot and action sequences were exhilarating and left me wanting more.']","['Terminator, The (1984)', 'Escape from New York (1981)', 'Total Recall (1990)']"
MultVAE,Diversify,171, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,3,"['For Your Eyes Only (1981)', 'Top Gun (1986)', 'Predator (1987)', 'Star Trek: First Contact (1996)']","['For Your Eyes Only (1981)', 'Predator (1987)', 'Star Trek: First Contact (1996)']","[4, 5, 4]","['I enjoyed the thrilling spy elements and the suspenseful plot.', 'The intense action and sci-fi aspects captivated me completely.', 'The blend of adventure and sci-fi was engaging, keeping me on the edge of my seat.']","['For Your Eyes Only (1981)', 'Top Gun (1986)', 'Predator (1987)', 'Star Trek: First Contact (1996)']"
MultVAE,Diversify,171, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,4,"['Stargate (1994)', 'X-Files: Fight the Future, The (1998)', 'Robocop (1987)', 'Braveheart (1995)']","['Stargate (1994)', 'X-Files: Fight the Future, The (1998)', 'Robocop (1987)']","[4, 5, 5]","['I enjoyed the imaginative concept and adventure, though it could have been more action-packed.', 'The suspense and thrilling plot kept me on the edge of my seat throughout.', 'The action and futuristic elements were captivating, making it a standout experience for me.']","['Stargate (1994)', 'Robocop (1987)', 'Braveheart (1995)']"
MultVAE,Diversify,172, Action-packed|  Dark and suspenseful,자주봄,균형형,탐험형,1,"['Poltergeist (1982)', 'Mad Max 2 (a.k.a. The Road Warrior) (1981)', 'Shining, The (1980)', 'Cujo (1983)']","['Poltergeist (1982)', 'Mad Max 2 (a.k.a. The Road Warrior) (1981)', 'Shining, The (1980)']","[4, 5, 4]","['It kept me on the edge of my seat with its intense moments.', 'The adrenaline-fueled action and adventure were exhilarating.', 'The psychological tension and horror were masterfully executed.']","['Poltergeist (1982)', 'Shining, The (1980)']"
MultVAE,Diversify,172, Action-packed|  Dark and suspenseful,자주봄,균형형,탐험형,2,"['Jaws (1975)', 'Soylent Green (1973)', 'Psycho (1960)', 'Westworld (1973)']","['Jaws (1975)', 'Soylent Green (1973)', 'Psycho (1960)']","[5, 4, 5]","['The tension and excitement kept me on the edge of my seat throughout the film.  ', 'The unsettling themes and dramatic twists left a lasting impression on me.  ', 'The suspense and psychological depth made it an unforgettable experience.  ']",['Westworld (1973)']
MultVAE,Diversify,172, Action-packed|  Dark and suspenseful,자주봄,균형형,탐험형,3,"['Predator (1987)', 'Howling, The (1980)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Jurassic Park (1993)']","['Predator (1987)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Jurassic Park (1993)']","[4, 5, 4]","['The action was exhilarating and kept me on the edge of my seat.  ', 'A fantastic conclusion to the saga that resonated deeply with my love for epic storytelling.  ', 'The blend of adventure and suspense made for a thrilling experience that I thoroughly enjoyed.  ']","['Howling, The (1980)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Jurassic Park (1993)']"
MultVAE,Diversify,173, Drama enthusiast|  Thriller and suspense lover,자주봄,균형형,균형형,1,"['Cinema Paradiso (1988)', 'Godfather: Part II, The (1974)', 'Three Colors: Red (1994)', 'Grapes of Wrath, The (1940)']","['Cinema Paradiso', 'Godfather: Part II, The', 'Three Colors: Red', 'Grapes of Wrath, The']","[5, 5, 4, 4]","['It beautifully captured the essence of love and nostalgia, leaving me deeply moved.', 'A masterful portrayal of family dynamics and power struggles that kept me engaged throughout.', 'A thought-provoking exploration of fate that left me contemplating the connections between people.', 'A powerful depiction of struggle and resilience that resonated with me on many levels.']",[]
MultVAE,Diversify,173, Drama enthusiast|  Thriller and suspense lover,자주봄,균형형,균형형,2,"['Graduate, The (1967)', 'My Life as a Dog (Mitt liv som hund) (1985)', 'Player, The (1992)', 'Amadeus (1984)']",['Amadeus (1984)'],[5],"['I was captivated by the intense rivalry and the depth of the characters, making it a memorable experience.']",[]
MultVAE,Diversify,173, Drama enthusiast|  Thriller and suspense lover,자주봄,균형형,균형형,3,"['Taxi Driver (1976)', 'Gandhi (1982)', 'Dangerous Liaisons (1988)', 'Being John Malkovich (1999)']","['Taxi Driver (1976)', 'Gandhi (1982)', 'Being John Malkovich (1999)']","[4, 5, 4]","[""The intense exploration of the protagonist's psyche left a lasting impression on me."", 'The powerful portrayal of nonviolent resistance deeply resonated with my values.', ""The film's originality and thought-provoking premise captivated my imagination.""]",['Gandhi (1982)']
